Data,Zatrzymani na gorącym uczynku,Zatrzymani poszukiwani,Zatrzymani nietrzeźwi kierujący,Wypadki drogowe,Zabici w wypadkach,Ranni w wypadkach
06.08.2009,1127,360,689,128,14,168
05.08.2009,867,326,462,103,7,159
04.08.2009,818,294,412,86,6,104
03.08.2009,850,265,457,137,15,210
02.08.2009,1134,159,710,133,14,199
01.08.2009,900,175,563,143,16,199
31.08.2009,861,307,452,114,10,142
30.07.2009,888,393,453,92,9,120
29.07.2009,810,447,421,93,8,113
28.07.2009,856,417,406,130,10,168
27.07.2009,885,290,481,121,13,143
26.07.2009,1010,142,569,114,13,179
25.07.2009,920,172,542,159,20,210
24.07.2009,772,282,405,146,15,214
23.07.2009,929,322,534,116,19,127
22.07.2009,885,349,488,124,6,162
21.07.2009,909,328,478,115,9,165
20.07.2009,929,291,528,126,13,149
19.07.2009,1025,202,620,181,27,315
18.07.2009,1014,188,601,158,12,237
17.07.2009,936,329,541,119,11,151
16.07.2009,936,377,522,112,12,141
15.07.2009,963,367,530,115,11,141
14.07.2009,1012,354,535,101,11,131
13.07.2009,1069,294,632,123,15,150
12.07.2009,1194,176,736,123,19,187
11.07.2009,1017,198,638,103,11,163
10.07.2009,1030,387,561,139,17,189
09.07.2009,893,389,436,112,11,134
08.07.2009,915,406,413,113,15,167
07.07.2009,940,360,489,114,8,135
06.07.2009,958,281,550,113,15,138
05.07.2009,1252,157,759,152,15,237
04.07.2009,1025,223,651,146,16,220
03.07.2009,957,315,553,136,7,184
02.07.2009,972,335,518,125,8,157
01.07.2009,865,297,460,112,6,126
30.06.2009,762,325,395,127,10,163
29.06.2009,846,331,452,111,3,147
28.06.2009,1116,166,639,103,13,141
27.06.2009,994,186,593,98,9,138
26.06.2009,896,331,465,84,12,97
25.06.2009,900,410,458,120,11,157
24.06.2009,802,361,381,122,9,148
23.06.2009,818,408,390,106,7,124
22.06.2009,805,300,436,136,13,182
21.06.2009,1148,182,650,126,17,172
20.06.2009,937,216,532,137,15,207
19.06.2009,943,361,492,134,10,165
18.06.2009,910,493,432,115,4,143
17.06.2009,853,385,383,109,11,129
16.06.2009,925,362,428,128,15,154
15.06.2009,912,283,495,112,7,145
14.06.2009,986,154,582,109,12,153
13.06.2009,888,162,504,110,15,152
12.06.2009,961,316,542,105,6,131
11.06.2009,992,196,579,119,21,158
10.06.2009,899,430,476,169,11,207
09.06.2009,888,393,419,116,8,146
08.06.2009,923,297,549,103,10,142
07.06.2009,1372,220,841,111,16,185
06.06.2009,1139,220,671,100,11,121
05.06.2009,987,347,560,128,11,163
04.06.2009,801,341,409,89,7,112
03.06.2009,907,360,389,117,5,152
02.06.2009,952,411,455,105,9,126
01.06.2009,823,295,422,125,7,145
31.05.2009,926,163,507,93,14,127
30.05.2009,902,140,492,109,12,139
29.05.2009,709,402,364,128,10,178
28.05.2009,777,406,337,105,4,135
27.05.2009,769,408,388,108,1,135
26.05.2009,823,366,410,138,11,165
25.05.2009,823,340,445,145,16,177
24.05.2009,1034,176,636,95,6,151
23.05.2009,970,190,554,125,6,178
22.05.2009,892,380,459,132,7,167
21.05.2009,969,486,480,114,14,127
20.05.2009,926,349,426,131,3,162
19.05.2009,839,408,436,103,8,120
18.05.2009,889,355,477,107,17,131
17.05.2009,1016,163,590,100,8,146
16.05.2009,910,243,496,135,10,201
15.05.2009,973,368,518,105,5,118
14.05.2009,848,408,399,118,3,151
13.05.2009,869,388,397,96,3,122
12.05.2009,871,395,421,129,15,168
11.05.2009,875,328,435,107,11,122
10.05.2009,1024,161,617,108,16,156
09.05.2009,1378,232,803,160,14,213
08.05.2009,598,242,289,64,8,78
07.05.2009,802,389,354,102,4,124
06.05.2009,741,357,319,94,7,111
05.05.2009,801,360,349,90,5,124
04.05.2009,816,298,418,94,10,107
03.05.2009,924,121,571,104,13,127
02.05.2009,878,141,537,104,20,143
01.05.2009,967,204,543,123,14,157
30.04.2009,835,439,395,109,11,126
29.04.2009,806,425,399,114,12,128
28.04.2009,817,396,372,116,14,130
27.04.2009,888,330,438,129,7,170
26.04.2009,1027,142,586,145,26,196
24.04.2009,941,380,524,138,10,164
25.04.2009,892,181,528,151,14,189
23.04.2009,879,418,418,100,9,139
22.04.2009,847,350,424,103,5,131
21.04.2009,836,400,409,99,9,108
20.04.2009,820,324,418,102,6,117
19.04.2009,942,151,521,74,13,105
18.04.2009,926,211,502,101,9,137
17.04.2009,871,418,450,94,4,108
16.04.2009,915,382,399,97,9,111
15.04.2009,908,423,439,103,13,121
14.04.2009,974,517,551,109,3,132
13.04.2009,896,156,515,88,10,136
12.04.2009,570,150,344,74,7,114
11.04.2009,924,214,545,99,13,131
10.04.2009,1125,444,555,121,5,161
09.04.2009,1063,393,507,138,13,188
08.04.2009,961,407,455,89,7,101
07.04.2009,914,386,439,109,4,143
06.04.2009,1106,320,655,110,13,130
05.04.2009,1184,156,622,102,12,162
04.04.2009,1096,201,598,124,14,153
03.04.2009,958,385,461,130,8,157
02.04.2009,966,376,461,117,6,133
01.04.2009,923,345,436,98,10,113
31.03.2009,902,438,387,103,5,119
30.03.2009,846,355,394,112,3,150
29.03.2009,927,143,450,80,13,101
28.03.2009,933,178,395,85,10,134
27.03.2009,855,432,395,85,10,134
26.03.2009,770,430,320,64,4,76
25.03.2009,818,401,301,104,7,132
24.03.2009,731,427,311,108,7,122
23.03.2009,684,322,291,103,4,116
22.03.2009,967,146,525,72,14,88
21.03.2009,961,177,415,88,13,113
20.03.2009,955,502,214,99,5,125
19.03.2009,893,404,426,87,7,99
18.03.2009,837,457,325,86,5,102
17.03.2009,780,431,336,80,9,90
16.03.2009,817,364,376,85,10,99
15.03.2009,901,165,463,71,9,108
14.03.2009,894,193,439,78,9,90
13.03.2009,893,410,403,112,6,124
12.03.2009,852,411,390,83,4,97
11.03.2009,883,454,363,76,8,85
10.03.2009,782,425,319,84,7,97
09.03.2009,835,331,387,86,10,118
08.03.2009,842,176,429,81,9,130
07.03.2009,840,160,429,112,10,146
06.03.2009,845,345,393,80,9,85
05.03.2009,361,420,379,68,6,82
04.03.2009,824,393,357,83,10,96
03.03.2009,804,421,322,80,7,93
02.03.2009,695,304,290,74,4,85
01.03.2009,759,156,369,62,9,76
28.02.2009,825,233,382,77,12,103
27.02.2009,753,438,321,95,4,111
26.02.2009,771,379,298,79,6,96
25.02.2009,767,390,312,56,1,74
24.02.2009,730,431,298,86,12,96
23.02.2009,590,326,246,58,10,67
22.02.2009,747,159,369,57,6,85
21.02.2009,623,192,319,65,6,92
20.02.2009,691,428,284,76,7,84
19.02.2009,621,293,235,59,2,72
18.02.2009,578,417,192,75,8,94
17.02.2009,567,441,211,64,11,78
16.02.2009,560,304,236,82,6,120
15.02.2009,729,178,381,65,4,105
14.02.2009,819,169,382,97,12,135
13.02.2009,855,369,406,111,11,140
12.02.2009,766,450,299,108,9,121
11.02.2009,800,395,334,125,13,189
10.02.2009,766,408,329,83,9,124
09.02.2009,687,342,339,102,4,104
06.02.2009,854,368,381,116,12,139
07.02.2009,842,203,440,111,9,138
08.02.2009,864,165,461,99,3,144
05.02.2009,759,406,303,99,10,139
04.02.2009,731,369,308,94,11,114
03.02.2009,578,328,234,69,6,72
02.02.2009,568,426,240,94,11,116
01.02.2009,706,149,335,75,9,112
31.01.2009,717,179,337,127,9,171
30.01.2009,786,397,320,100,10,124
29.01.2009,647,581,250,65,8,80
28.01.2009,709,508,261,63,7,70
27.01.2009,657,450,239,79,7,91
26.01.2009,624,350,261,104,9,149
23.01.2009,682,435,289,102,18,127
24.01.2009,760,226,366,113,27,146
25.01.2009,786,137,402,71,13,95
22.01.2009,709,481,318,88,10,102
21.01.2009,695,445,283,97,11,127
20.01.2009,638,417,260,76,3,87
19.01.2009,623,310,247,119,4,164
18.01.2009,671,144,331,75,6,116
17.01.2009,687,184,328,76,12,94
16.01.2009,679,400,289,101,10,119
15.01.2009,683,408,293,118,13,143
14.01.2009,811,453,376,82,5,99
13.01.2009,593,395,250,81,8,92
12.01.2009,627,375,269,103,3,132
09.01.2009,682,402,277,106,9,135
10.01.2009,647,205,318,98,9,146
11.01.2009,786,192,393,66,13,99
08.01.2009,402,341,170,64,4,81
07.01.2009,414,364,149,83,9,106
05.01.2009,388,276,154,68,1,85
06.01.2009,376,340,146,75,9,90
04.01.2009,435,144,195,54,7,71
03.01.2009,432,186,183,62,5,86
02.01.2009,444,243,221,93,14,118
01.01.2009,817,98,426,75,19,108
30.12.2008,530,386,204,94,3,108
29.12.2008,520,360,219,82,1,94
28.12.2008,535,141,238,42,9,53
27.12.2008,577,314,329,62,14,87
19.12.2008,658,356,303,196,13,221
20.12.2008,726,221,365,178,15,225
21.12.2008,780,175,363,112,12,156
18.12.2008,891,464,373,180,15,244
16.12.2008,632,365,292,127,11,143
17.12.2008,507,322,232,87,10,119
14.12.2008,780,460,172,95,6,135
15.12.2008,631,297,289,148,16,173
13.12.2008,968,563,233,106,22,138
12.12.2008,835,421,423,144,19,173
11.12.2008,747,393,374,118,8,146
10.12.2008,732,405,362,117,14,122
09.12.2008,657,375,301,115,6,135
08.12.2008,701,321,317,149,16,160
07.12.2008,878,192,440,118,17,161
06.12.2008,844,191,429,111,14,148
05.12.2008,767,375,373,138,15,155
04.12.2008,706,375,316,147,16,162
03.12.2008,612,381,269,123,14,129
02.12.2008,740,349,349,135,17,144
01.12.2008,873,344,447,135,1,1
